anteil_positiv_tests,region,DatumDesMittwochs,Alter,typ,logit_anteil_positiv_tests,dunkelziffer_aus_posrate_logit
0.0114608663662283,Brandenburg,2020-09-23,15-34,alterspezifisch,-4.4572899231568,0.593704290256475
0.0342126841768098,Bremen,2020-09-23,15-34,alterspezifisch,-3.34034718234471,0.80497756780603
0.00764690721649485,Hamburg,2020-09-23,15-34,alterspezifisch,-4.86577770359155,0.516437525311439
0.0228649541284404,Hesse,2020-09-23,15-34,alterspezifisch,-3.75501951662134,0.726540974800332
0.00255178768890527,Mecklenburg Western Pomerania,2020-09-23,15-34,alterspezifisch,-5.96840606191455,0.307871858809493
0.0114608663662283,Lower Saxony,2020-09-23,15-34,alterspezifisch,-4.4572899231568,0.593704290256475
0.0127307833762413,Northrhine-Westphalia,2020-09-23,15-34,alterspezifisch,-4.35091981629762,0.613824534820754
0.0178034533431301,Rhineland Palatinate,2020-09-23,15-34,alterspezifisch,-4.01039899115041,0.678235133658098
0.00255178768890527,Saarland,2020-09-23,15-34,alterspezifisch,-5.96840606191455,0.307871858809493
0.021600624024961,Saxony,2020-09-23,15-34,alterspezifisch,-3.81319574225399,0.715536756396141
0.00510075520353657,Saxony-Anhalt,2020-09-23,15-34,alterspezifisch,-5.27325286262774,0.439362300929741
0.0114608663662283,Schleswig Holstein,2020-09-23,15-34,alterspezifisch,-4.4572899231568,0.593704290256475
