anteil_positiv_tests,region,DatumDesMittwochs,Alter,typ,logit_anteil_positiv_tests,dunkelziffer_aus_posrate_logit
0.0424323884884288,Saarland,2020-03-18,15-34,alterspezifisch,-3.116484381032,0.847321929810097
0.0572659684159114,Saxony,2020-03-18,15-34,alterspezifisch,-2.80107767003394,0.906982113952782
0.0220991127461588,Saxony-Anhalt,2020-03-18,15-34,alterspezifisch,-3.78987086213795,0.719948731773662
0.0230217773569593,Schleswig Holstein,2020-03-18,15-34,alterspezifisch,-3.74802375220245,0.727864245925822
0.0248675559403664,Thuringia,2020-03-18,15-34,alterspezifisch,-3.66900932225448,0.742810077058293
0.126103394538925,Baden-Württemberg,2020-03-18,35-59,alterspezifisch,-1.93585990624065,1.07064081020591
0.0987253105273875,Bavaria,2020-03-18,35-59,alterspezifisch,-2.21146873037788,1.01850852314282
0.0680739934711643,Berlin,2020-03-18,35-59,alterspezifisch,-2.61665816653392,0.941865650525285
0.0659556522922052,Brandenburg,2020-03-18,35-59,alterspezifisch,-2.65054133737713,0.9354565408223
0.0871131639722864,Bremen,2020-03-18,35-59,alterspezifisch,-2.34940391677224,0.992417643230967
0.0680739934711643,Hamburg,2020-03-18,35-59,alterspezifisch,-2.61665816653392,0.941865650525285
0.111373346897253,Hesse,2020-03-18,35-59,alterspezifisch,-2.07678914153333,1.04398359640712
0.0287911638371855,Mecklenburg Western Pomerania,2020-03-18,35-59,alterspezifisch,-3.51847298959768,0.771284503927811
0.0606572769953052,Lower Saxony,2020-03-18,35-59,alterspezifisch,-2.73994078821491,0.918546349906073
0.0818291771420806,Northrhine-Westphalia,2020-03-18,35-59,alterspezifisch,-2.41774958606517,0.979489842162725
0.064896265560166,Rhineland Palatinate,2020-03-18,35-59,alterspezifisch,-2.66786738845095,0.932179263067941
0.048988151981479,Saarland,2020-03-18,35-59,alterspezifisch,-2.96594804837519,0.875796356679615
0.0659556522922052,Saxony,2020-03-18,35-59,alterspezifisch,-2.65054133737713,0.9354565408223
0.0255973813420622,Saxony-Anhalt,2020-03-18,35-59,alterspezifisch,-3.63933452948115,0.748423158643181
0.0266621206955336,Schleswig Holstein,2020-03-18,35-59,alterspezifisch,-3.59748741954565,0.75633867279534
0.0287911638371855,Thuringia,2020-03-18,35-59,alterspezifisch,-3.51847298959768,0.771284503927811
0.161064598100843,Baden-Württemberg,2020-03-18,60-79,alterspezifisch,-1.65032819438922,1.12465004309043
0.127200973104474,Bavaria,2020-03-18,60-79,alterspezifisch,-1.92593701852645,1.07251775602733
0.0885776805251641,Berlin,2020-03-18,60-79,alterspezifisch,-2.33112645468249,0.995874883409799
0.0858800985491377,Brandenburg,2020-03-18,60-79,alterspezifisch,-2.3650096255257,0.989465773706814
0.112658159109422,Bremen,2020-03-18,60-79,alterspezifisch,-2.0638722049208,1.04642687611548
0.0885776805251641,Hamburg,2020-03-18,60-79,alterspezifisch,-2.33112645468249,0.995874883409799
0.142918628110289,Hesse,2020-03-18,60-79,alterspezifisch,-1.7912574296819,1.09799282929163
0.0379447298986252,Mecklenburg Western Pomerania,2020-03-18,60-79,alterspezifisch,-3.23294127774624,0.825293736812325
0.0791167192429022,Lower Saxony,2020-03-18,60-79,alterspezifisch,-2.45440907636347,0.972555582790587
0.106004625221058,Northrhine-Westphalia,2020-03-18,60-79,alterspezifisch,-2.13221787421373,1.03349907504724
0.0845296453512255,Rhineland Palatinate,2020-03-18,60-79,alterspezifisch,-2.38233567659952,0.986188495952455
0.0641388812344999,Saarland,2020-03-18,60-79,alterspezifisch,-2.68041633652376,0.929805589564129
0.0858800985491377,Saxony,2020-03-18,60-79,alterspezifisch,-2.3650096255257,0.989465773706814
0.0337708565072303,Saxony-Anhalt,2020-03-18,60-79,alterspezifisch,-3.35380281762971,0.802432391527695
0.0351633078526755,Schleswig Holstein,2020-03-18,60-79,alterspezifisch,-3.31195570769421,0.810347905679854
0.0379447298986252,Thuringia,2020-03-18,60-79,alterspezifisch,-3.23294127774624,0.825293736812325
0.159683665413282,Baden-Württemberg,2020-03-18,>=80,alterspezifisch,-1.66058364269711,1.1227101923733
0.126066750476499,Bavaria,2020-03-18,>=80,alterspezifisch,-1.93619246683434,1.07057790531021
0.0877532268650186,Berlin,2020-03-18,>=80,alterspezifisch,-2.34138190299038,0.993935032692676
0.0850784093708093,Brandenburg,2020-03-18,>=80,alterspezifisch,-2.37526507383359,0.987525922989691
0.111637025170382,Bremen,2020-03-18,>=80,alterspezifisch,-2.0741276532287,1.04448702539836
0.0877532268650186,Hamburg,2020-03-18,>=80,alterspezifisch,-2.34138190299038,0.993935032692676
0.141667003027245,Hesse,2020-03-18,>=80,alterspezifisch,-1.80151287798979,1.09605297857451
0.0375721243911577,Mecklenburg Western Pomerania,2020-03-18,>=80,alterspezifisch,-3.24319672605414,0.823353886095203
0.0783727530747398,Lower Saxony,2020-03-18,>=80,alterspezifisch,-2.46466452467137,0.970615732073464
0.105036660182553,Northrhine-Westphalia,2020-03-18,>=80,alterspezifisch,-2.14247332252163,1.03155922433012
0.0837394077947679,Rhineland Palatinate,2020-03-18,>=80,alterspezifisch,-2.39259112490741,0.984248645235332
0.0635260418101193,Saarland,2020-03-18,>=80,alterspezifisch,-2.69067178483165,0.927865738847006
0.0850784093708093,Saxony,2020-03-18,>=80,alterspezifisch,-2.37526507383359,0.987525922989691
0.0334378126042014,Saxony-Anhalt,2020-03-18,>=80,alterspezifisch,-3.36405826593761,0.800492540810572
