datenstand	destatis_categ	bevoelkerung	region_name	divi2model_categ	icu_categ	icuage_categ	model_categ	impf_categ	rki_categ	divi_categ	hosp_categ	dunkelziffer_categ	quelle	region_level	region_id	Bundesland	Verstaedterung_Bezeichnung	Reisegebiete_Bezeichnung	Flaeche_km2	country	Bundesland_id
2022-12-31	31-Jährige	151641	Baden-Württemberg	A30-34	Stratum_30_Bis_39	altersgruppe_30_bis_39	A15-A34	18-59	A15-A34	Erwachsene	15-34	Dunkelziffer_15-34	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	32-Jährige	158584	Baden-Württemberg	A30-34	Stratum_30_Bis_39	altersgruppe_30_bis_39	A15-A34	18-59	A15-A34	Erwachsene	15-34	Dunkelziffer_15-34	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	33-Jährige	154886	Baden-Württemberg	A30-34	Stratum_30_Bis_39	altersgruppe_30_bis_39	A15-A34	18-59	A15-A34	Erwachsene	15-34	Dunkelziffer_15-34	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	34-Jährige	158024	Baden-Württemberg	A30-34	Stratum_30_Bis_39	altersgruppe_30_bis_39	A15-A34	18-59	A15-A34	Erwachsene	15-34	Dunkelziffer_15-34	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	35-Jährige	151850	Baden-Württemberg	A30-34	Stratum_30_Bis_39	altersgruppe_30_bis_39	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	36-Jährige	150999	Baden-Württemberg	A35-39	Stratum_30_Bis_39	altersgruppe_30_bis_39	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	37-Jährige	145915	Baden-Württemberg	A35-39	Stratum_30_Bis_39	altersgruppe_30_bis_39	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	38-Jährige	145290	Baden-Württemberg	A35-39	Stratum_30_Bis_39	altersgruppe_30_bis_39	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	39-Jährige	144055	Baden-Württemberg	A35-39	Stratum_30_Bis_39	altersgruppe_30_bis_39	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	40-Jährige	146685	Baden-Württemberg	A40-49	Stratum_40_Bis_49	altersgruppe_40_bis_49	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
2022-12-31	41-Jährige	145422	Baden-Württemberg	A40-49	Stratum_40_Bis_49	altersgruppe_40_bis_49	A35-A59	18-59	A35-A59	Erwachsene	35-59	Dunkelziffer_35-59	https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1697646635354&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=12411-0012&auswahltext=&werteabruf=starten#abreadcrumb	Bundesland	8	Baden-Württemberg	NA	NA	NA	Deutschland	8
